antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"Rainfall_Category_Low_Rainfall, Population_Category_High_Population",Policy_Category_Weak_Policy,0.16,0.7,0.13,0.8125,1.1607142857142858,1.0,0.018000000000000016,1.6000000000000003,0.16483516483516497,0.17808219178082194,0.3750000000000001,0.49910714285714286
"Rainfall_Category_Low_Rainfall, Protected_Areas_Category_Medium_Protected_Area",Policy_Category_Weak_Policy,0.16,0.7,0.13,0.8125,1.1607142857142858,1.0,0.018000000000000016,1.6000000000000003,0.16483516483516497,0.17808219178082194,0.3750000000000001,0.49910714285714286
"Population_Category_Medium_Population, Aid_Category_Medium_Aid",Policy_Category_Weak_Policy,0.16,0.7,0.13,0.8125,1.1607142857142858,1.0,0.018000000000000016,1.6000000000000003,0.16483516483516497,0.17808219178082194,0.3750000000000001,0.49910714285714286
"Country_Indonesia, Corruption_Category_High_Corruption",Policy_Category_Weak_Policy,0.21,0.7,0.17,0.8095238095238096,1.1564625850340138,1.0,0.02300000000000002,1.5750000000000013,0.17125837676842903,0.22972972972972977,0.36507936507936556,0.5261904761904763
"Agriculture_Land_Category_High_Agriculture_Land, Tree_Cover_Loss_Category_High_Tree_Cover_Loss","Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.14,0.68,0.11,0.7857142857142857,1.1554621848739495,1.0,0.01479999999999998,1.493333333333333,0.15644820295983064,0.15492957746478872,0.3303571428571427,0.4737394957983193
"Protected_Areas_Category_High_Protected_Area, Agriculture_Land_Category_High_Agriculture_Land","Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.14,0.68,0.11,0.7857142857142857,1.1554621848739495,1.0,0.01479999999999998,1.493333333333333,0.15644820295983064,0.15492957746478872,0.3303571428571427,0.4737394957983193
"Agriculture_Land_Category_High_Agriculture_Land, GDP_Category_High_GDP","Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.14,0.68,0.11,0.7857142857142857,1.1554621848739495,1.0,0.01479999999999998,1.493333333333333,0.15644820295983064,0.15492957746478872,0.3303571428571427,0.4737394957983193
"Agriculture_Land_Category_High_Agriculture_Land, Aid_Category_Medium_Aid","Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.14,0.68,0.11,0.7857142857142857,1.1554621848739495,1.0,0.01479999999999998,1.493333333333333,0.15644820295983064,0.15492957746478872,0.3303571428571427,0.4737394957983193
"CO2_Category_Low_CO2, Population_Category_Low_Population","Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.14,0.68,0.11,0.7857142857142857,1.1554621848739495,1.0,0.01479999999999998,1.493333333333333,0.15644820295983064,0.15492957746478872,0.3303571428571427,0.4737394957983193
"Illegal_Lumbering_Category_High_Illegal_Lumbering, CO2_Category_Low_CO2","Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.14,0.68,0.11,0.7857142857142857,1.1554621848739495,1.0,0.01479999999999998,1.493333333333333,0.15644820295983064,0.15492957746478872,0.3303571428571427,0.4737394957983193
"CO2_Category_Low_CO2, Year_Category_Old_Year","Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.14,0.68,0.11,0.7857142857142857,1.1554621848739495,1.0,0.01479999999999998,1.493333333333333,0.15644820295983064,0.15492957746478872,0.3303571428571427,0.4737394957983193
"Rainfall_Category_High_Rainfall, Population_Category_Low_Population","Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.14,0.68,0.11,0.7857142857142857,1.1554621848739495,1.0,0.01479999999999998,1.493333333333333,0.15644820295983064,0.15492957746478872,0.3303571428571427,0.4737394957983193
"Tree_Cover_Loss_Category_High_Tree_Cover_Loss, Illegal_Lumbering_Category_Medium_Illegal_Lumbering","Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.14,0.68,0.11,0.7857142857142857,1.1554621848739495,1.0,0.01479999999999998,1.493333333333333,0.15644820295983064,0.15492957746478872,0.3303571428571427,0.4737394957983193
"Corruption_Category_High_Corruption, Forest_Loss_Category_Medium_Forest_Loss",Policy_Category_Weak_Policy,0.31,0.7,0.25,0.8064516129032259,1.1520737327188941,1.0,0.033,1.5500000000000007,0.191304347826087,0.32894736842105265,0.35483870967741965,0.5817972350230415
"Protected_Areas_Category_Medium_Protected_Area, Corruption_Category_High_Corruption",Policy_Category_Weak_Policy,0.31,0.7,0.25,0.8064516129032259,1.1520737327188941,1.0,0.033,1.5500000000000007,0.191304347826087,0.32894736842105265,0.35483870967741965,0.5817972350230415
"Population_Category_Medium_Population, Corruption_Category_High_Corruption, Aid_Category_Medium_Aid",Policy_Category_Weak_Policy,0.15,0.7,0.12,0.8,1.142857142857143,1.0,0.015,1.5000000000000007,0.14705882352941177,0.1643835616438356,0.3333333333333336,0.48571428571428577
"Rainfall_Category_Low_Rainfall, Corruption_Category_High_Corruption, Aid_Category_High_Aid",Policy_Category_Weak_Policy,0.15,0.7,0.12,0.8,1.142857142857143,1.0,0.015,1.5000000000000007,0.14705882352941177,0.1643835616438356,0.3333333333333336,0.48571428571428577
"Rainfall_Category_Low_Rainfall, Tree_Cover_Loss_Category_High_Tree_Cover_Loss",Policy_Category_Weak_Policy,0.15,0.7,0.12,0.8,1.142857142857143,1.0,0.015,1.5000000000000007,0.14705882352941177,0.1643835616438356,0.3333333333333336,0.48571428571428577
"Year_Category_Recent_Year, GDP_Category_Low_GDP, Corruption_Category_High_Corruption",Policy_Category_Weak_Policy,0.15,0.7,0.12,0.8,1.142857142857143,1.0,0.015,1.5000000000000007,0.14705882352941177,0.1643835616438356,0.3333333333333336,0.48571428571428577
"CO2_Category_Low_CO2, GDP_Category_High_GDP",Policy_Category_Weak_Policy,0.15,0.7,0.12,0.8,1.142857142857143,1.0,0.015,1.5000000000000007,0.14705882352941177,0.1643835616438356,0.3333333333333336,0.48571428571428577
"Protected_Areas_Category_Medium_Protected_Area, Aid_Category_High_Aid",Policy_Category_Weak_Policy,0.15,0.7,0.12,0.8,1.142857142857143,1.0,0.015,1.5000000000000007,0.14705882352941177,0.1643835616438356,0.3333333333333336,0.48571428571428577
"Forest_Loss_Category_Medium_Forest_Loss, Aid_Category_High_Aid",Policy_Category_Weak_Policy,0.15,0.7,0.12,0.8,1.142857142857143,1.0,0.015,1.5000000000000007,0.14705882352941177,0.1643835616438356,0.3333333333333336,0.48571428571428577
"Forest_Loss_Category_Medium_Forest_Loss, Tree_Cover_Loss_Category_Medium_Tree_Cover_Loss",Policy_Category_Weak_Policy,0.15,0.7,0.12,0.8,1.142857142857143,1.0,0.015,1.5000000000000007,0.14705882352941177,0.1643835616438356,0.3333333333333336,0.48571428571428577
"GDP_Category_Low_GDP, CO2_Category_High_CO2","Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.13,0.68,0.1,0.7692307692307693,1.1312217194570136,1.0,0.0116,1.3866666666666667,0.1333333333333333,0.14084507042253522,0.27884615384615385,0.45814479638009054
"Population_Category_High_Population, Year_Category_Recent_Year","Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.13,0.68,0.1,0.7692307692307693,1.1312217194570136,1.0,0.0116,1.3866666666666667,0.1333333333333333,0.14084507042253522,0.27884615384615385,0.45814479638009054
"CO2_Category_Low_CO2, Tree_Cover_Loss_Category_High_Tree_Cover_Loss","Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.13,0.68,0.1,0.7692307692307693,1.1312217194570136,1.0,0.0116,1.3866666666666667,0.1333333333333333,0.14084507042253522,0.27884615384615385,0.45814479638009054
"Illegal_Lumbering_Category_High_Illegal_Lumbering, Tree_Cover_Loss_Category_Medium_Tree_Cover_Loss","Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.13,0.68,0.1,0.7692307692307693,1.1312217194570136,1.0,0.0116,1.3866666666666667,0.1333333333333333,0.14084507042253522,0.27884615384615385,0.45814479638009054
"Illegal_Lumbering_Category_Low_Illegal_Lumbering, GDP_Category_Low_GDP","Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.13,0.68,0.1,0.7692307692307693,1.1312217194570136,1.0,0.0116,1.3866666666666667,0.1333333333333333,0.14084507042253522,0.27884615384615385,0.45814479638009054
"Protected_Areas_Category_Medium_Protected_Area, Tree_Cover_Loss_Category_Low_Tree_Cover_Loss","Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.13,0.68,0.1,0.7692307692307693,1.1312217194570136,1.0,0.0116,1.3866666666666667,0.1333333333333333,0.14084507042253522,0.27884615384615385,0.45814479638009054
"Protected_Areas_Category_High_Protected_Area, Year_Category_Recent_Year","Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.13,0.68,0.1,0.7692307692307693,1.1312217194570136,1.0,0.0116,1.3866666666666667,0.1333333333333333,0.14084507042253522,0.27884615384615385,0.45814479638009054
"Aid_Category_Medium_Aid, Year_Category_Old_Year","Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.13,0.68,0.1,0.7692307692307693,1.1312217194570136,1.0,0.0116,1.3866666666666667,0.1333333333333333,0.14084507042253522,0.27884615384615385,0.45814479638009054
"Aid_Category_Low_Aid, Population_Category_High_Population","Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.13,0.68,0.1,0.7692307692307693,1.1312217194570136,1.0,0.0116,1.3866666666666667,0.1333333333333333,0.14084507042253522,0.27884615384615385,0.45814479638009054
"Aid_Category_Low_Aid, CO2_Category_Low_CO2","Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.13,0.68,0.1,0.7692307692307693,1.1312217194570136,1.0,0.0116,1.3866666666666667,0.1333333333333333,0.14084507042253522,0.27884615384615385,0.45814479638009054
"Year_Category_Recent_Year, Aid_Category_High_Aid","Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.13,0.68,0.1,0.7692307692307693,1.1312217194570136,1.0,0.0116,1.3866666666666667,0.1333333333333333,0.14084507042253522,0.27884615384615385,0.45814479638009054
"Rainfall_Category_High_Rainfall, Illegal_Lumbering_Category_Low_Illegal_Lumbering","Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.13,0.68,0.1,0.7692307692307693,1.1312217194570136,1.0,0.0116,1.3866666666666667,0.1333333333333333,0.14084507042253522,0.27884615384615385,0.45814479638009054
"Agriculture_Land_Category_High_Agriculture_Land, Year_Category_Recent_Year","Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.13,0.68,0.1,0.7692307692307693,1.1312217194570136,1.0,0.0116,1.3866666666666667,0.1333333333333333,0.14084507042253522,0.27884615384615385,0.45814479638009054
Year_Category_Recent_Year,Policy_Category_Weak_Policy,0.33,0.7,0.26,0.7878787878787878,1.1255411255411256,1.0,0.029000000000000026,1.4142857142857144,0.16647531572904722,0.33766233766233766,0.29292929292929293,0.5796536796536796
Tree_Cover_Loss_Category_Medium_Tree_Cover_Loss,Policy_Category_Weak_Policy,0.33,0.7,0.26,0.7878787878787878,1.1255411255411256,1.0,0.029000000000000026,1.4142857142857144,0.16647531572904722,0.33766233766233766,0.29292929292929293,0.5796536796536796
Forest_Loss_Category_Medium_Forest_Loss,Policy_Category_Weak_Policy,0.33,0.7,0.26,0.7878787878787878,1.1255411255411256,1.0,0.029000000000000026,1.4142857142857144,0.16647531572904722,0.33766233766233766,0.29292929292929293,0.5796536796536796
Aid_Category_High_Aid,Policy_Category_Weak_Policy,0.33,0.7,0.26,0.7878787878787878,1.1255411255411256,1.0,0.029000000000000026,1.4142857142857144,0.16647531572904722,0.33766233766233766,0.29292929292929293,0.5796536796536796
"Agriculture_Land_Category_High_Agriculture_Land, Tree_Cover_Loss_Category_High_Tree_Cover_Loss",Policy_Category_Weak_Policy,0.14,0.7,0.11,0.7857142857142857,1.1224489795918369,1.0,0.011999999999999997,1.4000000000000001,0.12684989429175472,0.1506849315068493,0.28571428571428575,0.4714285714285714
"Agriculture_Land_Category_High_Agriculture_Land, GDP_Category_High_GDP",Policy_Category_Weak_Policy,0.14,0.7,0.11,0.7857142857142857,1.1224489795918369,1.0,0.011999999999999997,1.4000000000000001,0.12684989429175472,0.1506849315068493,0.28571428571428575,0.4714285714285714
"Rainfall_Category_High_Rainfall, Tree_Cover_Loss_Category_Medium_Tree_Cover_Loss",Policy_Category_Weak_Policy,0.14,0.7,0.11,0.7857142857142857,1.1224489795918369,1.0,0.011999999999999997,1.4000000000000001,0.12684989429175472,0.1506849315068493,0.28571428571428575,0.4714285714285714
"Rainfall_Category_High_Rainfall, Population_Category_Low_Population",Policy_Category_Weak_Policy,0.14,0.7,0.11,0.7857142857142857,1.1224489795918369,1.0,0.011999999999999997,1.4000000000000001,0.12684989429175472,0.1506849315068493,0.28571428571428575,0.4714285714285714
"Illegal_Lumbering_Category_Medium_Illegal_Lumbering, Tree_Cover_Loss_Category_High_Tree_Cover_Loss",Policy_Category_Weak_Policy,0.14,0.7,0.11,0.7857142857142857,1.1224489795918369,1.0,0.011999999999999997,1.4000000000000001,0.12684989429175472,0.1506849315068493,0.28571428571428575,0.4714285714285714
"CO2_Category_Low_CO2, Population_Category_Low_Population",Policy_Category_Weak_Policy,0.14,0.7,0.11,0.7857142857142857,1.1224489795918369,1.0,0.011999999999999997,1.4000000000000001,0.12684989429175472,0.1506849315068493,0.28571428571428575,0.4714285714285714
"Illegal_Lumbering_Category_High_Illegal_Lumbering, CO2_Category_Low_CO2",Policy_Category_Weak_Policy,0.14,0.7,0.11,0.7857142857142857,1.1224489795918369,1.0,0.011999999999999997,1.4000000000000001,0.12684989429175472,0.1506849315068493,0.28571428571428575,0.4714285714285714
"CO2_Category_Low_CO2, Year_Category_Old_Year",Policy_Category_Weak_Policy,0.14,0.7,0.11,0.7857142857142857,1.1224489795918369,1.0,0.011999999999999997,1.4000000000000001,0.12684989429175472,0.1506849315068493,0.28571428571428575,0.4714285714285714
"Year_Category_Recent_Year, Corruption_Category_High_Corruption, Forest_Loss_Category_Medium_Forest_Loss",Policy_Category_Weak_Policy,0.14,0.7,0.11,0.7857142857142857,1.1224489795918369,1.0,0.011999999999999997,1.4000000000000001,0.12684989429175472,0.1506849315068493,0.28571428571428575,0.4714285714285714
"GDP_Category_Low_GDP, Corruption_Category_High_Corruption, Forest_Loss_Category_Medium_Forest_Loss",Policy_Category_Weak_Policy,0.14,0.7,0.11,0.7857142857142857,1.1224489795918369,1.0,0.011999999999999997,1.4000000000000001,0.12684989429175472,0.1506849315068493,0.28571428571428575,0.4714285714285714
"Corruption_Category_High_Corruption, Forest_Loss_Category_Low_Forest_Loss, Year_Category_Middle_Year",Policy_Category_Weak_Policy,0.14,0.7,0.11,0.7857142857142857,1.1224489795918369,1.0,0.011999999999999997,1.4000000000000001,0.12684989429175472,0.1506849315068493,0.28571428571428575,0.4714285714285714
"Rainfall_Category_High_Rainfall, Corruption_Category_High_Corruption, Population_Category_Low_Population",Policy_Category_Weak_Policy,0.14,0.7,0.11,0.7857142857142857,1.1224489795918369,1.0,0.011999999999999997,1.4000000000000001,0.12684989429175472,0.1506849315068493,0.28571428571428575,0.4714285714285714
"Tree_Cover_Loss_Category_High_Tree_Cover_Loss, Corruption_Category_High_Corruption, Illegal_Lumbering_Category_Medium_Illegal_Lumbering",Policy_Category_Weak_Policy,0.14,0.7,0.11,0.7857142857142857,1.1224489795918369,1.0,0.011999999999999997,1.4000000000000001,0.12684989429175472,0.1506849315068493,0.28571428571428575,0.4714285714285714
Tree_Cover_Loss_Category_Medium_Tree_Cover_Loss,"Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.33,0.68,0.25,0.7575757575757576,1.1140819964349375,1.0,0.025599999999999984,1.3199999999999998,0.1528358208955223,0.32894736842105265,0.2424242424242423,0.5626114081996435
Forest_Loss_Category_Medium_Forest_Loss,"Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.33,0.68,0.25,0.7575757575757576,1.1140819964349375,1.0,0.025599999999999984,1.3199999999999998,0.1528358208955223,0.32894736842105265,0.2424242424242423,0.5626114081996435
Aid_Category_High_Aid,"Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.33,0.68,0.25,0.7575757575757576,1.1140819964349375,1.0,0.025599999999999984,1.3199999999999998,0.1528358208955223,0.32894736842105265,0.2424242424242423,0.5626114081996435
Protected_Areas_Category_Medium_Protected_Area,"Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.33,0.68,0.25,0.7575757575757576,1.1140819964349375,1.0,0.025599999999999984,1.3199999999999998,0.1528358208955223,0.32894736842105265,0.2424242424242423,0.5626114081996435
Country_Russia,"Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.24,0.68,0.18,0.75,1.102941176470588,1.0,0.01679999999999998,1.2799999999999998,0.1228070175438595,0.24324324324324323,0.2187499999999999,0.5073529411764706
"Population_Category_Medium_Population, Aid_Category_Medium_Aid","Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.16,0.68,0.12,0.75,1.102941176470588,1.0,0.011199999999999988,1.2799999999999998,0.11111111111111101,0.16666666666666663,0.2187499999999999,0.4632352941176471
"Year_Category_Recent_Year, GDP_Category_Low_GDP","Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.16,0.68,0.12,0.75,1.102941176470588,1.0,0.011199999999999988,1.2799999999999998,0.11111111111111101,0.16666666666666663,0.2187499999999999,0.4632352941176471
"Rainfall_Category_Low_Rainfall, Population_Category_High_Population","Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.16,0.68,0.12,0.75,1.102941176470588,1.0,0.011199999999999988,1.2799999999999998,0.11111111111111101,0.16666666666666663,0.2187499999999999,0.4632352941176471
"Year_Category_Recent_Year, Tree_Cover_Loss_Category_Medium_Tree_Cover_Loss",Policy_Category_Weak_Policy,0.13,0.7,0.1,0.7692307692307693,1.098901098901099,1.0,0.009000000000000008,1.3000000000000005,0.10344827586206905,0.13698630136986303,0.23076923076923103,0.4560439560439561
"Rainfall_Category_Medium_Rainfall, Corruption_Category_High_Corruption, Tree_Cover_Loss_Category_Low_Tree_Cover_Loss",Policy_Category_Weak_Policy,0.13,0.7,0.1,0.7692307692307693,1.098901098901099,1.0,0.009000000000000008,1.3000000000000005,0.10344827586206905,0.13698630136986303,0.23076923076923103,0.4560439560439561
"Rainfall_Category_Low_Rainfall, Corruption_Category_High_Corruption, Year_Category_Old_Year",Policy_Category_Weak_Policy,0.13,0.7,0.1,0.7692307692307693,1.098901098901099,1.0,0.009000000000000008,1.3000000000000005,0.10344827586206905,0.13698630136986303,0.23076923076923103,0.4560439560439561
"Population_Category_High_Population, GDP_Category_Medium_GDP, Corruption_Category_High_Corruption",Policy_Category_Weak_Policy,0.13,0.7,0.1,0.7692307692307693,1.098901098901099,1.0,0.009000000000000008,1.3000000000000005,0.10344827586206905,0.13698630136986303,0.23076923076923103,0.4560439560439561
"Illegal_Lumbering_Category_Low_Illegal_Lumbering, GDP_Category_Low_GDP, Corruption_Category_High_Corruption",Policy_Category_Weak_Policy,0.13,0.7,0.1,0.7692307692307693,1.098901098901099,1.0,0.009000000000000008,1.3000000000000005,0.10344827586206905,0.13698630136986303,0.23076923076923103,0.4560439560439561
"CO2_Category_Low_CO2, Tree_Cover_Loss_Category_High_Tree_Cover_Loss",Policy_Category_Weak_Policy,0.13,0.7,0.1,0.7692307692307693,1.098901098901099,1.0,0.009000000000000008,1.3000000000000005,0.10344827586206905,0.13698630136986303,0.23076923076923103,0.4560439560439561
"GDP_Category_Low_GDP, CO2_Category_High_CO2",Policy_Category_Weak_Policy,0.13,0.7,0.1,0.7692307692307693,1.098901098901099,1.0,0.009000000000000008,1.3000000000000005,0.10344827586206905,0.13698630136986303,0.23076923076923103,0.4560439560439561
"Aid_Category_Medium_Aid, Year_Category_Old_Year",Policy_Category_Weak_Policy,0.13,0.7,0.1,0.7692307692307693,1.098901098901099,1.0,0.009000000000000008,1.3000000000000005,0.10344827586206905,0.13698630136986303,0.23076923076923103,0.4560439560439561
"Aid_Category_Low_Aid, Population_Category_High_Population",Policy_Category_Weak_Policy,0.13,0.7,0.1,0.7692307692307693,1.098901098901099,1.0,0.009000000000000008,1.3000000000000005,0.10344827586206905,0.13698630136986303,0.23076923076923103,0.4560439560439561
"Aid_Category_Low_Aid, CO2_Category_Low_CO2",Policy_Category_Weak_Policy,0.13,0.7,0.1,0.7692307692307693,1.098901098901099,1.0,0.009000000000000008,1.3000000000000005,0.10344827586206905,0.13698630136986303,0.23076923076923103,0.4560439560439561
"Agriculture_Land_Category_High_Agriculture_Land, CO2_Category_High_CO2",Policy_Category_Weak_Policy,0.13,0.7,0.1,0.7692307692307693,1.098901098901099,1.0,0.009000000000000008,1.3000000000000005,0.10344827586206905,0.13698630136986303,0.23076923076923103,0.4560439560439561
"Rainfall_Category_High_Rainfall, Illegal_Lumbering_Category_Low_Illegal_Lumbering",Policy_Category_Weak_Policy,0.13,0.7,0.1,0.7692307692307693,1.098901098901099,1.0,0.009000000000000008,1.3000000000000005,0.10344827586206905,0.13698630136986303,0.23076923076923103,0.4560439560439561
"GDP_Category_Medium_GDP, Tree_Cover_Loss_Category_Medium_Tree_Cover_Loss",Policy_Category_Weak_Policy,0.13,0.7,0.1,0.7692307692307693,1.098901098901099,1.0,0.009000000000000008,1.3000000000000005,0.10344827586206905,0.13698630136986303,0.23076923076923103,0.4560439560439561
"Illegal_Lumbering_Category_Low_Illegal_Lumbering, GDP_Category_Low_GDP",Policy_Category_Weak_Policy,0.13,0.7,0.1,0.7692307692307693,1.098901098901099,1.0,0.009000000000000008,1.3000000000000005,0.10344827586206905,0.13698630136986303,0.23076923076923103,0.4560439560439561
"Protected_Areas_Category_Low_Protected_Area, Forest_Loss_Category_Medium_Forest_Loss",Policy_Category_Weak_Policy,0.13,0.7,0.1,0.7692307692307693,1.098901098901099,1.0,0.009000000000000008,1.3000000000000005,0.10344827586206905,0.13698630136986303,0.23076923076923103,0.4560439560439561
"Population_Category_High_Population, Country_Indonesia",Policy_Category_Weak_Policy,0.13,0.7,0.1,0.7692307692307693,1.098901098901099,1.0,0.009000000000000008,1.3000000000000005,0.10344827586206905,0.13698630136986303,0.23076923076923103,0.4560439560439561
"Protected_Areas_Category_Medium_Protected_Area, Corruption_Category_High_Corruption, Tree_Cover_Loss_Category_Low_Tree_Cover_Loss",Policy_Category_Weak_Policy,0.13,0.7,0.1,0.7692307692307693,1.098901098901099,1.0,0.009000000000000008,1.3000000000000005,0.10344827586206905,0.13698630136986303,0.23076923076923103,0.4560439560439561
"Rainfall_Category_High_Rainfall, Year_Category_Recent_Year",Policy_Category_Weak_Policy,0.13,0.7,0.1,0.7692307692307693,1.098901098901099,1.0,0.009000000000000008,1.3000000000000005,0.10344827586206905,0.13698630136986303,0.23076923076923103,0.4560439560439561
"Protected_Areas_Category_Medium_Protected_Area, Tree_Cover_Loss_Category_Low_Tree_Cover_Loss",Policy_Category_Weak_Policy,0.13,0.7,0.1,0.7692307692307693,1.098901098901099,1.0,0.009000000000000008,1.3000000000000005,0.10344827586206905,0.13698630136986303,0.23076923076923103,0.4560439560439561
"Rainfall_Category_High_Rainfall, Corruption_Category_High_Corruption, Tree_Cover_Loss_Category_Medium_Tree_Cover_Loss",Policy_Category_Weak_Policy,0.13,0.7,0.1,0.7692307692307693,1.098901098901099,1.0,0.009000000000000008,1.3000000000000005,0.10344827586206905,0.13698630136986303,0.23076923076923103,0.4560439560439561
"Aid_Category_Medium_Aid, Corruption_Category_High_Corruption, GDP_Category_High_GDP",Policy_Category_Weak_Policy,0.13,0.7,0.1,0.7692307692307693,1.098901098901099,1.0,0.009000000000000008,1.3000000000000005,0.10344827586206905,0.13698630136986303,0.23076923076923103,0.4560439560439561
"Aid_Category_Low_Aid, Population_Category_High_Population, Corruption_Category_High_Corruption",Policy_Category_Weak_Policy,0.13,0.7,0.1,0.7692307692307693,1.098901098901099,1.0,0.009000000000000008,1.3000000000000005,0.10344827586206905,0.13698630136986303,0.23076923076923103,0.4560439560439561
"Aid_Category_Low_Aid, Illegal_Lumbering_Category_High_Illegal_Lumbering, Corruption_Category_High_Corruption",Policy_Category_Weak_Policy,0.13,0.7,0.1,0.7692307692307693,1.098901098901099,1.0,0.009000000000000008,1.3000000000000005,0.10344827586206905,0.13698630136986303,0.23076923076923103,0.4560439560439561
"Aid_Category_Low_Aid, CO2_Category_Low_CO2, Corruption_Category_High_Corruption",Policy_Category_Weak_Policy,0.13,0.7,0.1,0.7692307692307693,1.098901098901099,1.0,0.009000000000000008,1.3000000000000005,0.10344827586206905,0.13698630136986303,0.23076923076923103,0.4560439560439561
"Rainfall_Category_High_Rainfall, Illegal_Lumbering_Category_Low_Illegal_Lumbering, Corruption_Category_High_Corruption",Policy_Category_Weak_Policy,0.13,0.7,0.1,0.7692307692307693,1.098901098901099,1.0,0.009000000000000008,1.3000000000000005,0.10344827586206905,0.13698630136986303,0.23076923076923103,0.4560439560439561
"Agriculture_Land_Category_Low_Agriculture_Land, GDP_Category_Medium_GDP, Corruption_Category_High_Corruption",Policy_Category_Weak_Policy,0.13,0.7,0.1,0.7692307692307693,1.098901098901099,1.0,0.009000000000000008,1.3000000000000005,0.10344827586206905,0.13698630136986303,0.23076923076923103,0.4560439560439561
"Corruption_Category_High_Corruption, Aid_Category_High_Aid, CO2_Category_High_CO2",Policy_Category_Weak_Policy,0.13,0.7,0.1,0.7692307692307693,1.098901098901099,1.0,0.009000000000000008,1.3000000000000005,0.10344827586206905,0.13698630136986303,0.23076923076923103,0.4560439560439561
"Rainfall_Category_Medium_Rainfall, Corruption_Category_High_Corruption, Forest_Loss_Category_Medium_Forest_Loss",Policy_Category_Weak_Policy,0.13,0.7,0.1,0.7692307692307693,1.098901098901099,1.0,0.009000000000000008,1.3000000000000005,0.10344827586206905,0.13698630136986303,0.23076923076923103,0.4560439560439561
"Corruption_Category_High_Corruption, Rainfall_Category_Medium_Rainfall",Policy_Category_Weak_Policy,0.3,0.7,0.23,0.7666666666666667,1.0952380952380953,1.0,0.020000000000000018,1.2857142857142863,0.12422360248447216,0.2987012987012987,0.22222222222222252,0.5476190476190477
"Rainfall_Category_Low_Rainfall, Aid_Category_High_Aid",Policy_Category_Weak_Policy,0.17,0.7,0.13,0.7647058823529411,1.0924369747899159,1.0,0.01100000000000001,1.275,0.10194624652455987,0.17567567567567569,0.21568627450980388,0.4752100840336134
Country_Indonesia,"Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.23,0.68,0.17,0.7391304347826088,1.0869565217391304,1.0,0.013600000000000001,1.2266666666666668,0.10389610389610389,0.22972972972972974,0.18478260869565225,0.4945652173913044
Protected_Areas_Category_Medium_Protected_Area,Policy_Category_Weak_Policy,0.33,0.7,0.25,0.7575757575757576,1.0822510822510822,1.0,0.019000000000000017,1.2375,0.11343283582089564,0.3205128205128205,0.19191919191919202,0.5573593073593074
Illegal_Lumbering_Category_Low_Illegal_Lumbering,Policy_Category_Weak_Policy,0.33,0.7,0.25,0.7575757575757576,1.0822510822510822,1.0,0.019000000000000017,1.2375,0.11343283582089564,0.3205128205128205,0.19191919191919202,0.5573593073593074
"Aid_Category_High_Aid, Tree_Cover_Loss_Category_Medium_Tree_Cover_Loss","Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.15,0.68,0.11,0.7333333333333334,1.0784313725490196,1.0,0.007999999999999993,1.2000000000000002,0.08556149732620313,0.15277777777777776,0.1666666666666667,0.44754901960784316
"Rainfall_Category_Low_Rainfall, Tree_Cover_Loss_Category_High_Tree_Cover_Loss","Corruption_Category_High_Corruption, Policy_Category_Weak_Policy",0.15,0.68,0.11,0.7333333333333334,1.0784313725490196,1.0,0.007999999999999993,1.2000000000000002,0.08556149732620313,0.15277777777777776,0.1666666666666667,0.44754901960784316
